5,6,2023,1,34
5,6,2023,2,948
5,6,2023,3,191
5,6,2023,4,53
5,6,2023,5,44
5,6,2023,6,29.5
5,6,2023,7,68
5,6,2023,8,277.184
5,6,2023,9,143.735
5,6,2023,10,112
5,6,2023,11,156.22
5,6,2023,12,275.9
5,6,2023,13,281.52
5,6,2023,14,390
5,6,2023,15,29.5
5,6,2023,16,3622.64
5,6,2023,17,22
5,6,2023,18,174
5,6,2023,19,29.5
5,6,2023,20,22
5,6,2023,21,534
5,6,2023,22,22
5,6,2023,23,97
5,6,2023,24,390
5,6,2023,25,71
5,6,2023,26,29.5
5,6,2023,27,59
5,6,2023,28,135.45
5,6,2023,29,132
5,6,2023,30,261.615
5,6,2023,31,947.38
5,6,2023,32,112
5,6,2023,33,102
5,6,2023,34,176
5,6,2023,35,101.5
5,6,2023,36,6265
5,6,2023,37,140.17
5,6,2023,38,53
5,6,2023,39,44
5,6,2023,40,93.32
5,6,2023,41,142
5,6,2023,42,146
5,6,2023,43,2186.02
5,6,2023,44,1597.99
5,6,2023,45,1772.69
5,6,2023,46,68
5,6,2023,47,430
5,6,2023,48,88
5,6,2023,49,318
5,6,2023,50,307.5
5,6,2023,51,79.5
5,6,2023,52,390
5,6,2023,53,87
5,6,2023,54,34.435
5,6,2023,55,267.22
5,6,2023,56,531.3
5,6,2023,57,352
5,6,2023,58,196.675
5,6,2023,59,257.5
5,6,2023,60,143.48
5,6,2023,61,71
5,6,2023,62,59
5,6,2023,63,1079
5,6,2023,64,29.5
5,6,2023,65,186
5,6,2023,66,204
5,6,2023,67,68
5,6,2023,68,123
5,6,2023,69,220
5,6,2023,70,98.5
5,6,2023,71,132
5,6,2023,72,44
5,6,2023,73,643.16
5,6,2023,74,2730
5,6,2023,75,220
5,6,2023,76,59
5,6,2023,77,61
5,6,2023,78,1059
5,6,2023,79,101.5
5,6,2023,80,260.8
5,6,2023,81,292.75
5,6,2023,82,145
5,6,2023,83,112
5,6,2023,84,74
5,6,2023,85,199.8
5,6,2023,86,390
5,6,2023,87,88.5
5,6,2023,88,50.35
5,6,2023,89,701.146
5,6,2023,90,44
5,6,2023,91,749.14
5,6,2023,92,390
5,6,2023,93,24
5,6,2023,94,26.75
5,6,2023,95,580
5,6,2023,96,41.25
5,6,2023,97,29.5
5,6,2023,98,1059
5,6,2023,99,150.52
5,6,2023,100,393.76
5,6,2023,101,71
5,6,2023,102,140.5
5,6,2023,103,22
5,6,2023,104,353.51
5,6,2023,105,354.5
5,6,2023,106,88
5,6,2023,107,167
5,6,2023,108,343.485
5,6,2023,109,438
5,6,2023,110,395.94
5,6,2023,111,53
5,6,2023,112,174
5,6,2023,113,119.56
5,6,2023,114,2622
5,6,2023,115,4404.5
5,6,2023,116,59
5,6,2023,117,363.12
5,6,2023,118,148
5,6,2023,119,238.5
5,6,2023,120,264
5,6,2023,121,474
5,6,2023,122,828.925
5,6,2023,123,352
5,6,2023,124,12452
5,6,2023,125,34
5,6,2023,126,474
5,6,2023,127,132
5,6,2023,128,102
5,6,2023,129,106
5,6,2023,130,44
5,6,2023,131,396
5,6,2023,132,88
5,6,2023,133,44
5,6,2023,134,1050.6
5,6,2023,135,44
5,6,2023,136,695.8
5,6,2023,137,280.84
5,6,2023,138,142
5,6,2023,139,83.5
5,6,2023,140,138.69
5,6,2023,141,220
5,6,2023,142,395.365
5,6,2023,143,338.625
5,6,2023,144,785
5,6,2023,145,980.405
5,6,2023,146,17
5,6,2023,147,660
5,6,2023,148,308
5,6,2023,149,325.29
5,6,2023,150,340
5,6,2023,151,1100
5,6,2023,152,108.07
5,6,2023,153,181
5,6,2023,154,34
5,6,2023,155,948
5,6,2023,156,569.48
6,6,2023,157,205.5
6,6,2023,158,121
6,6,2023,159,785
6,6,2023,160,24.51
6,6,2023,161,440
6,6,2023,162,340.775
6,6,2023,163,88
6,6,2023,164,159
6,6,2023,165,22
6,6,2023,166,215
6,6,2023,167,308
6,6,2023,168,537.6
6,6,2023,169,544
6,6,2023,170,739.675
6,6,2023,171,53.5
6,6,2023,172,14.75
6,6,2023,173,812
6,6,2023,174,710
6,6,2023,175,916.12
6,6,2023,176,238.5
6,6,2023,177,390
6,6,2023,178,29
6,6,2023,179,424.78
6,6,2023,180,2173.845
6,6,2023,181,79.5
6,6,2023,182,935.625
6,6,2023,183,198
6,6,2023,184,219.99
6,6,2023,185,160.245
6,6,2023,186,55.64
6,6,2023,187,916.575
6,6,2023,188,159
6,6,2023,189,50.5
6,6,2023,190,44
6,6,2023,191,108
6,6,2023,192,32.25
6,6,2023,193,754.75
6,6,2023,194,1175.5
6,6,2023,195,128.52
6,6,2023,196,709.1
6,6,2023,197,80.25
6,6,2023,198,1383
6,6,2023,199,22
6,6,2023,200,39.605
6,6,2023,201,22
6,6,2023,202,242.06
6,6,2023,203,22
6,6,2023,204,733.85
6,6,2023,205,1025.12
6,6,2023,206,88
6,6,2023,207,772.86
6,6,2023,208,928
6,6,2023,209,309
6,6,2023,210,122
6,6,2023,211,852.825
6,6,2023,212,100.59
6,6,2023,213,700.85
6,6,2023,214,114.5
6,6,2023,215,44
6,6,2023,216,29.5
6,6,2023,217,37.45
6,6,2023,218,359.91
6,6,2023,219,1540
6,6,2023,220,1241.9
6,6,2023,221,240.5
6,6,2023,222,170
6,6,2023,223,190
6,6,2023,224,390
6,6,2023,225,6259
6,6,2023,226,44
6,6,2023,227,876
6,6,2023,228,50
6,6,2023,229,222
6,6,2023,230,132
6,6,2023,231,1040.35
6,6,2023,232,72
6,6,2023,233,48.25
6,6,2023,234,129.46
6,6,2023,235,171.5
6,6,2023,236,479.5
6,6,2023,237,29.5
6,6,2023,238,120.17
6,6,2023,239,59
6,6,2023,240,67
6,6,2023,241,30.45
6,6,2023,242,1704.65
6,6,2023,243,29.5
6,6,2023,244,22
6,6,2023,245,138.805
6,6,2023,246,12.685
6,6,2023,247,63
6,6,2023,248,117.315
6,6,2023,249,86.0875
6,6,2023,250,604
6,6,2023,251,38.07
6,6,2023,252,1570.37
6,6,2023,253,44.5
6,6,2023,254,132
6,6,2023,255,43.5
6,6,2023,256,1084.0873
6,6,2023,257,318
6,6,2023,258,79.5
6,6,2023,259,43
6,6,2023,260,390
6,6,2023,261,390
6,6,2023,262,44
6,6,2023,263,1120.75
6,6,2023,264,637.595
6,6,2023,265,33
6,6,2023,266,88
6,6,2023,267,111
6,6,2023,268,389
6,6,2023,269,14.75
6,6,2023,270,264
6,6,2023,271,2851.2
6,6,2023,272,50.5
6,6,2023,273,44
6,6,2023,274,79.5
6,6,2023,275,474
6,6,2023,276,1842
6,6,2023,277,366.5
6,6,2023,278,166
6,6,2023,279,304.5
6,6,2023,280,44
6,6,2023,281,106.3
6,6,2023,282,88.5
6,6,2023,283,105.83
6,6,2023,284,62.5
6,6,2023,285,2286.45
6,6,2023,286,3707
6,6,2023,287,149.06
6,6,2023,288,680.62
6,6,2023,289,101.135
6,6,2023,290,2050.63
6,6,2023,291,29
6,6,2023,292,531.15
6,6,2023,293,87
6,6,2023,294,31.9
7,6,2023,295,785
7,6,2023,296,286.5
7,6,2023,297,440.35
7,6,2023,298,284
7,6,2023,299,812.5
7,6,2023,300,2128
7,6,2023,301,1327.645
7,6,2023,302,274.94
7,6,2023,303,34
7,6,2023,304,44
7,6,2023,305,44
7,6,2023,306,118
7,6,2023,307,27.82
7,6,2023,308,268
7,6,2023,309,22
7,6,2023,310,1304.1
7,6,2023,311,17
7,6,2023,312,177
7,6,2023,313,483
7,6,2023,314,876
7,6,2023,315,2521.08
7,6,2023,316,34
7,6,2023,317,40.5
7,6,2023,318,211
7,6,2023,319,160.325
7,6,2023,320,176
7,6,2023,321,461.705
7,6,2023,322,602.745
7,6,2023,323,42
7,6,2023,324,2700.3
7,6,2023,325,219
7,6,2023,326,59
7,6,2023,327,1820
7,6,2023,328,660.32
7,6,2023,329,1130
7,6,2023,330,205
7,6,2023,331,59
7,6,2023,332,560.4
7,6,2023,333,212.45
7,6,2023,334,422.505
7,6,2023,335,458
7,6,2023,336,101.5
7,6,2023,337,308
7,6,2023,338,193.5
7,6,2023,339,134
7,6,2023,340,112
7,6,2023,341,206
7,6,2023,342,14.75
7,6,2023,343,312
7,6,2023,344,29.5
7,6,2023,345,96
7,6,2023,346,1542.5
7,6,2023,347,44
7,6,2023,348,258.775
7,6,2023,349,409.42
7,6,2023,350,474
7,6,2023,351,34
7,6,2023,352,44
7,6,2023,353,35.145
7,6,2023,354,284
7,6,2023,355,220.49
7,6,2023,356,76
7,6,2023,357,59
7,6,2023,358,107
7,6,2023,359,216
7,6,2023,360,29.5
7,6,2023,361,141
7,6,2023,362,86
