AÑO,MES,DIA,FOLIO,CLAVE,NOMBRE,PRECIO,CANTIDAD
2023,10,16,25664, CHRV3A, CHILES RAJAS VITROLERO 3.8KG,69,2
2023,10,16,25664, QUC1M, QUESO COTIJA SECO 1 MOLIDO 107,107,4
2023,10,16,25664, QUC1M, QUESO COTIJA SECO 1 MOLIDO 107,107,4
2023,10,16,25665, QUC1M, QUESO COTIJA SECO 1 MOLIDO 107,107,0.5
2023,10,16,25665, CRCCHORRO, CREMA IMPERIAL              ,44,0.5
2023,10,16,25666, EXQAS, EXHIBIDOR QUESO AMARILLO SABINO,119,1
2023,10,16,25666, CAT4, CATSUP TITA 4.5KG,89,1
2023,10,16,25666, JAYR, JAMON YORK RIOJA (PRO),101.5,0.25
2023,10,16,25666, TOZFR1, TOCINO ESPECIAL ACOMODADO 129,129,2
2023,10,16,25667, QUOIC, QUESO OAXACA IMPERIAL 1KG 89,89,1.215
2023,10,16,25667, CRE, CREMA EXTRA,34,1
2023,10,16,25668, CHPR, CHICHARRON PRENSADO ROJO (PRO) 129,129,2.175
2023,10,16,25668, JAR, JAMON AMERICANO RIOJA (PRO),71,1
2023,10,16,25669, QUFSMDM, ADOBERA SAN MIGUEL DORADA 1/2KG 135,67,6
2023,10,16,25670, QUOSJ1, QUESO OAXACA IMPERIAL ORO 1/4KG 122,30.5,4
2023,10,16,25670, CHGV, CHILES GUEROS VITROLERO 3KG,210,1
2023,10,16,25670, PEOV3, PEPINILLO IMPERIAL VITROLERO 3.8KG,65,1
2023,10,16,25671, QUCMI, QUESO CUBICADO MIXTO IMPERIAL (PRO),79.5,1
2023,10,16,25671, CRP, CREMA PURA,22,3
2023,10,16,25672, QUAM, ADOBERA FUNDIR MOY 1/4KG 139,34.75,12
2023,10,16,25672, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,3
2023,10,16,25672, ARRI, ARRACHERA MARINADA IMPERIAL,83,2
2023,10,16,25672, CRIOC, CREMA IMPERIAL ORO CUBETA 18KG,1064,1
2023,10,16,25672, TOEIP, TOCINO ESPECIAL IMPERIAL 122 ,122,1
2023,10,16,25673, QUAMM, ADOBERA FUNDIR MOY 1/2KG 139,69.5,6
2023,10,16,25673, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,16,25674, QU, QUESO PANELA IMPERIAL 69,45,1.030769231
2023,10,16,25674, RET, RECORTE TOCINO IMPERIAL,69,0.25
2023,10,16,25674, CRCCHORRO, CREMA IMPERIAL              ,44,0.5
2023,10,16,25675, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,9.82
2023,10,16,25676, LED5, LECHERA ALTE√ëA DUPAOLI 5K CUBETA CHICA,238,7
2023,10,16,25676, CRIO, CREMA IMPERIAL ORO,59,0.5
2023,10,16,25677, LED24C, LECHERA DUPAOLI 24KG CUBETA GRANDE,1105,1
2023,10,16,25678, QUOIM, QUESO OAXACA IMPERIAL 1/2KG 89,44.5,1
2023,10,16,25678, CUE1, CUERITOS ENTEROS IMPERIAL 1KG,17.5,2
2023,10,16,25678, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,16,25678, CRIO, CREMA IMPERIAL ORO,59,2
2023,10,16,25679, CHPRPM, CHICHARRON PRENSADO ROJO (PRO)+D 127,127,11.34
2023,10,16,25680, CRL4, CREMA LALA 4L CUBETA  (PRO),219,1
2023,10,16,25681, CRCCHORRO, CREMA IMPERIAL              ,44,5
2023,10,16,25682, TOHIR, TORTILLA HARINA IMPERIAL 8PZ,12.5,1
2023,10,16,25683, QUPCO, QUESO PANELA ORO 1K CUADRADA 85,85,1.06
2023,10,16,25683, QUPCB, QUESO PANELA ORO 85 ,55,1
2023,10,16,25684, CUE1, CUERITOS ENTEROS IMPERIAL 1KG,17.5,4
2023,10,16,25684, SAYM, SALCHICHA HOT DOG YOSSI (PRO),87,10
2023,10,16,25685, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,0.315
2023,10,16,25685, CRCCHORRO, CREMA IMPERIAL              ,44,0.5
2023,10,16,25686, CUMK, CUERITOS MEXICANO 1KG,22.5,1
2023,10,16,25686, CRE, CREMA EXTRA,34,1.25
2023,10,16,25686, CRE, CREMA EXTRA,34,1.25
2023,10,16,25687, CRIO, CREMA IMPERIAL ORO,59,1
2023,10,16,25688, CUP1, CUERITOS PICADOS IMPERIAL 1KG,17.5,3
2023,10,16,25689, QUPCB, QUESO PANELA ORO 85 ,55,2
2023,10,16,25689, CRIO, CREMA IMPERIAL ORO,59,1
2023,10,16,25690, CRIO, CREMA IMPERIAL ORO,59,3
2023,10,16,25691, CRE, CREMA EXTRA,34,4
2023,10,16,25691, TOZFR1, TOCINO ESPECIAL ACOMODADO 129,129,2
2023,10,16,25692, CRIO, CREMA IMPERIAL ORO,59,2
2023,10,16,25693, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,6.215
2023,10,16,25693, CUE1, CUERITOS ENTEROS IMPERIAL 1KG,17.5,10
2023,10,16,25694, QUOIM, QUESO OAXACA IMPERIAL 1/2KG 89,44.5,1
2023,10,16,25694, QU, QUESO PANELA IMPERIAL 69,45,2
2023,10,16,25694, QUC1M, QUESO COTIJA SECO 1 MOLIDO 107,107,0.5
2023,10,16,25694, CRCCHORRO, CREMA IMPERIAL              ,44,1.5
2023,10,16,25695, REZ, REQUESON ORDENA (PRO) 43,43,3
2023,10,16,25695, CHRV3AO, CHILES RAJAS CASTA√ëEDA VITROLERO (PRO),89,3
2023,10,16,25696, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,16,25697, CRE, CREMA EXTRA,34,4
2023,10,16,25698, QUAM, ADOBERA FUNDIR MOY 1/4KG 139,34.75,4
2023,10,16,25698, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,2.02
2023,10,16,25698, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,1
2023,10,16,25698, CRIO, CREMA IMPERIAL ORO,59,2
2023,10,16,25699, QUCC2, QUESO CREMA IMPERIAL 2.2KG,112,1
2023,10,16,25699, QUCMI, QUESO CUBICADO MIXTO IMPERIAL (PRO),79.5,6
2023,10,16,25699, JAR, JAMON AMERICANO RIOJA (PRO),71,3
2023,10,16,25700, CUMKM, CUERITOS MEXICANO 1KG MAYOREO,22,15
2023,10,16,25700, CRIOC, CREMA IMPERIAL ORO CUBETA 18KG,1064,1
2023,10,16,25701, CRLL, CREMA LALA 900L ROJA,69,6
2023,10,16,25701, QUPO, QUESO PANELA IMPERIAL ORO 85,85,10
2023,10,16,25701, CAPA, CARNE POLLO AMPARITO 1KG,66,10
2023,10,16,25702, QU, QUESO PANELA IMPERIAL 69,45,1
2023,10,16,25703, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,0.525
2023,10,16,25704, REZ, REQUESON ORDENA (PRO) 43,43,4.2
2023,10,16,25704, CAYG, CATSUP YOLI GALON,70,2
2023,10,16,25704, MOP3, MOLE PROVINCIANO 3KG,194,1
2023,10,16,25705, CUMK, CUERITOS MEXICANO 1KG,22.5,5
2023,10,16,25706, QUPC, QUESO PANELA IMPERIAL CUADRADA 1KG 69,69,1.215
2023,10,16,25706, CRIO, CREMA IMPERIAL ORO,59,0.75
2023,10,16,25707, QUOIM, QUESO OAXACA IMPERIAL 1/2KG 89,44.5,1
2023,10,16,25708, QUCC2, QUESO CREMA IMPERIAL 2.2KG,112,1
2023,10,16,25708, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,0.47
2023,10,16,25708, LED5, LECHERA ALTE√ëA DUPAOLI 5K CUBETA CHICA,238,1
2023,10,16,25709, CRE, CREMA EXTRA,34,0.5
2023,10,16,25710, QUCMI, QUESO CUBICADO MIXTO IMPERIAL (PRO),79.5,1
2023,10,16,25710, CHRZG, CHILES RAJAS GRANEL (PRO),37,0.5
2023,10,16,25711, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,0.25
2023,10,16,25712, CRCCHORRO, CREMA IMPERIAL              ,44,3
2023,10,16,25713, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,1
2023,10,16,25713, CRIO, CREMA IMPERIAL ORO,59,1
2023,10,16,25714, CAYGC, CATSUP YOLI GALON (4PZ),273,1
2023,10,16,25715, CRIO, CREMA IMPERIAL ORO,59,0.5
2023,10,16,25716, QUPC, QUESO PANELA IMPERIAL CUADRADA 1KG 69,69,2.46
2023,10,16,25717, QUAMM, ADOBERA FUNDIR MOY 1/2KG 139,69.5,2
2023,10,16,25717, QUAM, ADOBERA FUNDIR MOY 1/4KG 139,34.75,10
2023,10,16,25717, ADFS, ADOBERA FUNDIR SANDRITA 1/4KG 165,41.25,2
2023,10,16,25718, REIO, REQUESON IMPERIAL ORO 47,47,0.25
2023,10,16,25718, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,0.285
2023,10,16,25719, CHEP, CHORIZO EL PASTOR 89 (PRO),89,5
2023,10,16,25719, ARRI, ARRACHERA MARINADA IMPERIAL,83,12
2023,10,16,25720, CRZP, CREMA ORDE√ëA (PRO),29,1
2023,10,16,25721, QU, QUESO PANELA IMPERIAL 69,45,1
2023,10,16,25721, CRCCHORRO, CREMA IMPERIAL              ,44,4
2023,10,16,25722, CRBLK, CREMA PARA BATIR LYNCOTT 1L,87,1
2023,10,16,25722, MAD1K, MANTEQUILLA DAISY 1KG,107,3
2023,10,16,25723, QUOIP, QUESO OAXACA IMPERIAL PLATO (PRO) 89,89,2
2023,10,16,25724, CRLL, CREMA LALA 900L ROJA,69,1
2023,10,16,25724, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,4.12
2023,10,16,25724, CRCMCHORROMAY, CREMA IMPERIAL MAYOREO,43,10
2023,10,16,25725, QUAMM, ADOBERA FUNDIR MOY 1/2KG 139,69.5,1
2023,10,16,25725, QUMM, QUESO MOLIDO MONARCA 5KG BOLSA ,377.5,2
2023,10,16,25725, CRCCHORRO, CREMA IMPERIAL              ,44,22
2023,10,16,25725, JACC, JAMON CALIFORNIA CAPIS (PRO),77,0.5
2023,10,16,25726, QU, QUESO PANELA IMPERIAL 69,45,5.523076923
2023,10,16,25726, REZ, REQUESON ORDENA (PRO) 43,43,1.5
2023,10,16,25726, REZ, REQUESON ORDENA (PRO) 43,43,2.95
2023,10,16,25727, QU, QUESO PANELA IMPERIAL 69,45,1
2023,10,16,25727, ARRI, ARRACHERA MARINADA IMPERIAL,83,1
2023,10,16,25727, QUCMI, QUESO CUBICADO MIXTO IMPERIAL (PRO),79.5,3
2023,10,16,25728, QU, QUESO PANELA IMPERIAL 69,45,0.907692308
2023,10,16,25728, REIO, REQUESON IMPERIAL ORO 47,47,0.5
2023,10,16,25729, QUPC1, CUERITOS PICADOS CASTA√ëEDA 1KG (PRO),21,5
2023,10,16,25729, RET, RECORTE TOCINO IMPERIAL,69,0.5
2023,10,16,25729, REIO, REQUESON IMPERIAL ORO 47,47,0.5
2023,10,16,25729, CAT4, CATSUP TITA 4.5KG,89,1
2023,10,16,25730, CRB, CREMA PARA BIONICOS IMPERIAL,20,3
2023,10,16,25731, QUC1M, QUESO COTIJA SECO 1 MOLIDO 107,107,2
2023,10,16,25731, CRCCHORRO, CREMA IMPERIAL              ,44,2
2023,10,16,25732, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,14.28
2023,10,16,25732, QUOIP, QUESO OAXACA IMPERIAL PLATO (PRO) 89,89,9.98
2023,10,16,25733, QUFSMD, ADOBERA SAN MIGUEL DORADA 1/4KG 135,33.75,8
2023,10,16,25733, QUFSMDM, ADOBERA SAN MIGUEL DORADA 1/2KG 135,67,4
2023,10,16,25733, CUP1, CUERITOS PICADOS IMPERIAL 1KG,17.5,4
2023,10,16,25733, CRIOC, CREMA IMPERIAL ORO CUBETA 18KG,1064,1
2023,10,16,25734, MAD1K, MANTEQUILLA DAISY 1KG,107,2
2023,10,16,25735, CHGC, CHILES GUEROS CUBETA 10KG,930,1
2023,10,16,25736, REIO, REQUESON IMPERIAL ORO 47,47,24
2023,10,16,25737, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,1.07
2023,10,16,25737, QUFSMDM, ADOBERA SAN MIGUEL DORADA 1/2KG 135,67,4
2023,10,16,25737, CRE, CREMA EXTRA,34,8
2023,10,16,25737, JAR, JAMON AMERICANO RIOJA (PRO),71,3
2023,10,16,25738, QUAMK, ADOBERA FUNDIR MOY 1KG 139,139,0.76
2023,10,16,25739, ARRI, ARRACHERA MARINADA IMPERIAL,83,1
2023,10,16,25739, REIO, REQUESON IMPERIAL ORO 47,47,0.5
2023,10,16,25739, CHRZG, CHILES RAJAS GRANEL (PRO),37,1
2023,10,16,25739, CRCCHORRO, CREMA IMPERIAL              ,44,3
2023,10,16,25740, QUCB, QUESO CREMA IMPERIAL KILO,53,1
2023,10,16,25741, QUOIC, QUESO OAXACA IMPERIAL 1KG 89,89,1.9
2023,10,16,25741, QUMEV, QUESO MOLIDO ECONOMICO VANIA (PRO),28,1
2023,10,16,25742, CRIO, CREMA IMPERIAL ORO,59,0.5
2023,10,16,25743, QUCB, QUESO CREMA IMPERIAL KILO,53,1
2023,10,16,25743, CHPR, CHICHARRON PRENSADO ROJO (PRO) 129,129,1.06
2023,10,16,25743, CRCCHORRO, CREMA IMPERIAL              ,44,4
2023,10,16,25744, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,16.35
2023,10,16,25744, REIO, REQUESON IMPERIAL ORO 47,47,7
2023,10,16,25744, CRCMCHORROMAY, CREMA IMPERIAL MAYOREO,43,15
2023,10,16,25745, CUP1, CUERITOS PICADOS IMPERIAL 1KG,17.5,1
2023,10,16,25746, ZCAPG, CATSUP EN PORCIONES 8GR (1000PZ) (GMI),195,5
2023,10,16,25746, CRAC3, CREMA AVELLANAS ASTRA 3KG,389,20
2023,10,16,25747, QUMEVB, QUESO MOLIDO ECONOMICO VANIA (PRO) 5KG,137.5,2
2023,10,16,25748, CARA, CARNE RES AMPARITO 1KG,66,1
2023,10,16,25749, QUOSMC, QUESO OAXACA SAN MIGUEL 1/4K (PRO) 136,34,1
2023,10,16,25749, QUPCB, QUESO PANELA ORO 85 ,55,1
2023,10,16,25749, CRIO, CREMA IMPERIAL ORO,59,1
2023,10,16,25749, TOEIP, TOCINO ESPECIAL IMPERIAL 122 ,122,0.25
2023,10,16,25750, RET, RECORTE TOCINO IMPERIAL,69,0.5
2023,10,16,25751, QUOIM, QUESO OAXACA IMPERIAL 1/2KG 89,44.5,1
2023,10,16,25751, QUOIC, QUESO OAXACA IMPERIAL 1KG 89,89,1
2023,10,16,25751, QU, QUESO PANELA IMPERIAL 69,45,1
2023,10,16,25752, ADFSK, ADOBERA FUNDIR SANDRITA 165,165,3.28
2023,10,16,25752, ADFSK, ADOBERA FUNDIR SANDRITA 165,165,2.555
2023,10,16,25752, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,10.075
2023,10,16,25753, QUFSMM1, ADOBERA SAN MIGUEL DORADA 1K (PRO) 135,134,0.975
2023,10,16,25753, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,0.98
2023,10,16,25754, CRIO, CREMA IMPERIAL ORO,59,4
2023,10,16,25754, JAR, JAMON AMERICANO RIOJA (PRO),71,6
2023,10,16,25755, QUMM, QUESO MOLIDO MONARCA 5KG BOLSA ,377.5,1
2023,10,16,25756, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,3
2023,10,16,25756, QU, QUESO PANELA IMPERIAL 69,45,1
2023,10,16,25756, CRCCHORRO, CREMA IMPERIAL              ,44,2
2023,10,16,25757, CRCCHORRO, CREMA IMPERIAL              ,44,0.5
2023,10,16,25758, TOHIR, TORTILLA HARINA IMPERIAL 8PZ,12.5,1
2023,10,16,25759, CRE, CREMA EXTRA,34,2
2023,10,16,25760, JAR, JAMON AMERICANO RIOJA (PRO),71,0.5
2023,10,16,25761, CRLL, CREMA LALA 900L ROJA,69,1
2023,10,16,25761, CAYG, CATSUP YOLI GALON,70,1
2023,10,16,25761, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,16,25762, TOI, TOCINO IMPERIAL ,112,2
2023,10,16,25762, MOB950, MOSTAZA YOLI IKG,25,1
2023,10,16,25763, REIO, REQUESON IMPERIAL ORO 47,47,0.25
2023,10,16,25763, CRP, CREMA PURA,22,0.5
2023,10,16,25764, MAD1K, MANTEQUILLA DAISY 1KG,107,1
2023,10,16,25764, JAR, JAMON AMERICANO RIOJA (PRO),71,1
2023,10,16,25765, QUAMK, ADOBERA FUNDIR MOY 1KG 139,139,1.99
2023,10,16,25765, ADFSK, ADOBERA FUNDIR SANDRITA 165,165,2.035
2023,10,16,25765, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,1.985
2023,10,16,25766, CRE, CREMA EXTRA,34,1
2023,10,16,25767, QU, QUESO PANELA IMPERIAL 69,45,9.776923077
2023,10,16,25767, CRCCUCHORRO, CREMA IMPERIAL CUBETA 18KG,785,1
2023,10,16,25768, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,16,25769, CUP1, CUERITOS PICADOS IMPERIAL 1KG,17.5,3
2023,10,16,25769, QUC1M, QUESO COTIJA SECO 1 MOLIDO 107,107,0.5
2023,10,16,25769, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,16,25770, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,16,25771, QUCLA, QUESO CHIHUAHUA LA ALTE√ëA 1KG 136,136,1.145
2023,10,16,25772, ARRI, ARRACHERA MARINADA IMPERIAL,83,5
2023,10,16,25773, SASZLB, SALSA SOYA LOVE KITCHEN 20L (PRO),475,1
2023,10,16,25774, CRIO, CREMA IMPERIAL ORO,59,0.5
2023,10,16,25775, CRIO, CREMA IMPERIAL ORO,59,0.5
2023,10,16,25776, QU, QUESO PANELA IMPERIAL 69,45,2
2023,10,16,25776, QUCIMA, QUESO ASADERO CHELITA  1KG,89,3
2023,10,16,25777, QUPC1, CUERITOS PICADOS CASTA√ëEDA 1KG (PRO),21,10
2023,10,16,25778, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,1.03
2023,10,16,25778, CRE, CREMA EXTRA,34,2
2023,10,16,25779, REZ, REQUESON ORDENA (PRO) 43,43,1.15
2023,10,16,25779, QUCC2, QUESO CREMA IMPERIAL 2.2KG,112,1
2023,10,16,25780, CRL4, CREMA LALA 4L CUBETA  (PRO),219,2
2023,10,16,25781, ARRI, ARRACHERA MARINADA IMPERIAL,83,1
2023,10,16,25782, CHPR, CHICHARRON PRENSADO ROJO (PRO) 129,129,6.23
2023,10,16,25783, QUOSC, QUESO OAXACA IMPERIAL ORO 1KG 122,122,1.09
2023,10,16,25783, CRIO, CREMA IMPERIAL ORO,59,0.5
2023,10,16,25784, ARRI, ARRACHERA MARINADA IMPERIAL,83,2
2023,10,16,25784, QUCMI, QUESO CUBICADO MIXTO IMPERIAL (PRO),79.5,4
2023,10,16,25785, QUCMY, QUESO CUBICADO MANCHEGO MOY (PRO),114.5,2
2023,10,16,25786, CRCCHORRO, CREMA IMPERIAL              ,44,0.5
2023,10,16,25787, CAP8C, CATSUP EN PORCIONES 8GR (200PZ),48,3
2023,10,16,25787, JAP8C, JALAPENO EN PORCIONES 8GR (200PZ),51,3
2023,10,16,25787, MOP8C, MOSTAZA EN PORCIONES 8GR (200PZ),52,3
2023,10,16,25788, QUM, QUESO MOLIDO MONARCA ,76,1.5
2023,10,16,25788, QUM, QUESO MOLIDO MONARCA ,76,2
2023,10,16,25788, REIO, REQUESON IMPERIAL ORO 47,47,2
2023,10,16,25788, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,0.5
2023,10,16,25788, CRZP, CREMA ORDE√ëA (PRO),29,3
2023,10,16,25789, QUCMI, QUESO CUBICADO MIXTO IMPERIAL (PRO),79.5,1
2023,10,16,25789, TOJI, TORTILLA HARINA IMPERIAL 10PZ JUMBO ,42,1
2023,10,16,25789, CRP, CREMA PURA,22,1
2023,10,16,25789, JACR, JAMON COCIDO RIOJA (PRO),63,0.25
2023,10,16,25790, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,16,25791, CREM, CREMA EXTRA MAYOREO,33,10
2023,10,16,25792, QUOSJ, QUESO OAXACA IMPERIAL ORO 1/2KG 122,61,1
2023,10,16,25793, CRCCHORRO, CREMA IMPERIAL              ,44,0.5
2023,10,16,25794, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,2.09
2023,10,16,25795, ARRI, ARRACHERA MARINADA IMPERIAL,83,5
2023,10,16,25795, TOHIR, TORTILLA HARINA IMPERIAL 8PZ,12.5,5
2023,10,16,25796, CUP1, CUERITOS PICADOS IMPERIAL 1KG,17.5,6
2023,10,16,25797, CRIO, CREMA IMPERIAL ORO,59,1.5
2023,10,16,25798, MOY3, MOSTAZA YOLI 3.8KG,91,1
2023,10,16,25798, CRE, CREMA EXTRA,34,3
2023,10,16,25799, CRIO, CREMA IMPERIAL ORO,59,4
2023,10,16,25799, JAYR, JAMON YORK RIOJA (PRO),101.5,1
2023,10,16,25800, REZM, REQUESON ORDENA MAYOR DIEZ (PRO) 41,41,10
2023,10,16,25801, REIO, REQUESON IMPERIAL ORO 47,47,0.25
2023,10,16,25801, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,0.5
2023,10,16,25802, SAPZA, SALCHICHA PAVO ANY 2.7KG (PRO),97,1
2023,10,16,25802, JAMAP, JAMON MORTADELA AROOS (PRO),44,0.5
2023,10,17,25803, CALDCM, CAJETA LUPERCIO DOBLE CREMA 1/2KG(PRO),31,1
2023,10,17,25803, QUCMI, QUESO CUBICADO MIXTO IMPERIAL (PRO),79.5,1
2023,10,17,25804, QUCIMA, QUESO ASADERO CHELITA  1KG,89,3
2023,10,17,25804, QUMEV, QUESO MOLIDO ECONOMICO VANIA (PRO),28,0.5
2023,10,17,25804, CHPR, CHICHARRON PRENSADO ROJO (PRO) 129,129,1.5
2023,10,17,25805, ZAV3, ZANAHORIA VITROLERO 3.8KG,34,2
2023,10,17,25806, CARA, CARNE RES AMPARITO 1KG,66,2
2023,10,17,25807, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,17,25808, ARRI, ARRACHERA MARINADA IMPERIAL,83,9
2023,10,17,25808, TOHIR, TORTILLA HARINA IMPERIAL 8PZ,12.5,2
2023,10,17,25809, ADMOMD, ADOBERA MESA IMPERIAL ORO MAYOREO 103,103,10.3
2023,10,17,25810, QUOSC, QUESO OAXACA IMPERIAL ORO 1KG 122,122,1.02
2023,10,17,25810, CRCCHORRO, CREMA IMPERIAL              ,44,3
2023,10,17,25811, CRBTCHANTILLY, CREMA BATIDA TAPALPA 1KG BOLSA,56,2
2023,10,17,25811, QUCB, QUESO CREMA IMPERIAL KILO,53,2
2023,10,17,25812, ZAVCP, ZANAHORIAS CASTANEDA CUBETA (PRO),129,1
2023,10,17,25813, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,17,25814, QUCIMACK, QUESO CHELITA CUBICADO 1KG,89,2
2023,10,17,25815, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,1.085
2023,10,17,25815, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,17,25816, CUP1, CUERITOS PICADOS IMPERIAL 1KG,17.5,1
2023,10,17,25816, CRIO, CREMA IMPERIAL ORO,59,1
2023,10,17,25817, CRCCHORRO, CREMA IMPERIAL              ,44,2
2023,10,17,25818, QUMEV, QUESO MOLIDO ECONOMICO VANIA (PRO),28,1
2023,10,17,25819, ARRI, ARRACHERA MARINADA IMPERIAL,83,40
2023,10,17,25820, QU, QUESO PANELA IMPERIAL 69,45,1
2023,10,17,25820, REZ, REQUESON ORDENA (PRO) 43,43,0.25
2023,10,17,25820, ARRI, ARRACHERA MARINADA IMPERIAL,83,1
2023,10,17,25820, RET, RECORTE TOCINO IMPERIAL,69,1
2023,10,17,25820, QUC1, QUESO COTIJA SECO 1 TROZO 107,107,0.25
2023,10,17,25820, CRIO, CREMA IMPERIAL ORO,59,1
2023,10,17,25821, CRIO, CREMA IMPERIAL ORO,59,3
2023,10,17,25822, CREC, CREMA EXTRA CUBETA 18KG,614,2
2023,10,17,25823, REZ, REQUESON ORDENA (PRO) 43,43,1.575
2023,10,17,25823, QUFSMDM, ADOBERA SAN MIGUEL DORADA 1/2KG 135,67,1
2023,10,17,25824, QU, QUESO PANELA IMPERIAL 69,45,1
2023,10,17,25824, CHRZG, CHILES RAJAS GRANEL (PRO),37,1
2023,10,17,25824, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,17,25825, ARRI, ARRACHERA MARINADA IMPERIAL,83,2
2023,10,17,25826, QUOIC, QUESO OAXACA IMPERIAL 1KG 89,89,1.185
2023,10,17,25826, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,17,25827, CRE, CREMA EXTRA,34,1
2023,10,17,25827, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,17,25828, TOI, TOCINO IMPERIAL ,112,1
2023,10,17,25828, CRCCHORRO, CREMA IMPERIAL              ,44,2
2023,10,17,25829, QUOIMK, QUESO OAXACA IMPERIAL 1/4KG 89,22.25,6
2023,10,17,25829, CRCCHORRO, CREMA IMPERIAL              ,44,4
2023,10,17,25830, QUPCO, QUESO PANELA ORO 1K CUADRADA 85,85,1.14
2023,10,17,25831, QUFSMM1, ADOBERA SAN MIGUEL DORADA 1K (PRO) 135,134,1.94
2023,10,17,25832, CAT4, CATSUP TITA 4.5KG,89,1
2023,10,17,25832, TOEIP, TOCINO ESPECIAL IMPERIAL 122 ,122,0.5
2023,10,17,25833, REZM, REQUESON ORDENA MAYOR DIEZ (PRO) 41,41,14
2023,10,17,25833, QUCC2, QUESO CREMA IMPERIAL 2.2KG,112,6
2023,10,17,25834, RET, RECORTE TOCINO IMPERIAL,69,0.25
2023,10,17,25835, ADFSK, ADOBERA FUNDIR SANDRITA 165,165,1.14
2023,10,17,25835, CRCCHORRO, CREMA IMPERIAL              ,44,6
2023,10,17,25836, QUOSJ, QUESO OAXACA IMPERIAL ORO 1/2KG 122,61,1
2023,10,17,25837, QU, QUESO PANELA IMPERIAL 69,45,0.953846154
2023,10,17,25837, ARRI, ARRACHERA MARINADA IMPERIAL,83,2
2023,10,17,25837, ACOM1, ACEITE OLIVA E.V. MONASTERIO 1L,89,2
2023,10,17,25838, QUAM, ADOBERA FUNDIR MOY 1/4KG 139,34.75,5
2023,10,17,25838, QUC1PC, QUESO COTIJA SECO 1 PIEZA CHICA 3K 107,321,2
2023,10,17,25838, QUOIP, QUESO OAXACA IMPERIAL PLATO (PRO) 89,89,5
2023,10,17,25838, EXQAS, EXHIBIDOR QUESO AMARILLO SABINO,119,1
2023,10,17,25838, CRCMCHORROMAY, CREMA IMPERIAL MAYOREO,43,12
2023,10,17,25839, QUOIM, QUESO OAXACA IMPERIAL 1/2KG 89,44.5,1
2023,10,17,25839, REZ, REQUESON ORDENA (PRO) 43,43,0.25
2023,10,17,25839, CRCCHORRO, CREMA IMPERIAL              ,44,1
2023,10,17,25840, JAVPCAP, JAMON VIRGINIA PAVO CAPIS (PRO),111,0.3
2023,10,17,25841, ADMO1, ADOBERA MESA IMPERIAL ORO 1KG 105,105,5
2023,10,17,25842, CRZP, CREMA ORDE√ëA (PRO),29,2
2023,10,17,25843, QUAMM, ADOBERA FUNDIR MOY 1/2KG 139,69.5,4
2023,10,17,25843, ADFS, ADOBERA FUNDIR SANDRITA 1/4KG 165,41.25,4
2023,10,17,25843, QU, QUESO PANELA IMPERIAL 69,45,2
2023,10,17,25843, ARRI, ARRACHERA MARINADA IMPERIAL,83,1
2023,10,17,25843, CUE1, CUERITOS ENTEROS IMPERIAL 1KG,17.5,2
